timestamp,open,high,low,close,volume,amount
2023-01-02,100.798,102.0302,99.5077856,101.0,42000000,4242.0
2023-01-03,101.24239999999999,101.40438784,97.2177318,97.667,10500000,1025.5035
2023-01-04,98.0967348,98.2929282696,94.71570250068001,95.4987926,46000000,4392.9444596
2023-01-05,95.8807877704,96.80124333299585,94.43875600214,94.43875600214,4000000,377.75502400856
2023-01-06,94.45764375334042,98.97347841234836,93.41860967205368,97.83855121821703,43000000,4207.057702383332
2023-01-09,97.9559574796789,99.36652326738627,95.91091260086344,96.9188688367658,37000000,3585.9981469603345
2023-01-10,96.792874307278,98.27982685350018,95.18611259377718,97.34531185964757,17000000,1654.8703016140087
2023-01-11,97.23823201660196,98.20283839325663,96.38253557485585,97.46212623387915,26000000,2534.0152820808576
2023-01-12,97.74476639995738,102.66626655581152,97.29514047451758,101.42883477159802,30500000,3093.5794605337396
2023-01-13,101.63169244114121,103.52204192054643,98.80833562505258,99.88711648306973,12000000,1198.645397796837
2023-01-16,100.29665366065032,100.73795893675718,97.72240484723757,97.85940801846341,16000000,1565.7505282954146
2023-01-17,98.28998941374465,99.62673326977158,95.3818113550046,95.7456448052646,7000000,670.2195136368523
2023-01-18,95.44883330636829,96.0215263062065,94.57010084238743,94.77861379273143,37000000,3506.808710331063
2023-01-19,94.80704737686925,95.4138124800812,91.82807214018356,92.04898971550077,12500000,1150.6123714437597
2023-01-20,91.72681825149651,93.17242186126134,89.92897261376719,92.08580931138697,24500000,2256.102328128981
2023-01-23,92.23314660628519,92.95256514981422,86.89966729281888,87.58281323606015,38500000,3371.9383095883154
2023-01-24,87.16241573252705,87.59058883821925,86.06416929429722,87.29378995238115,26500000,2313.2854337381004
2023-01-25,87.67788262817162,88.27409223004318,81.76356773832428,83.31319313055256,1000000,83.31319313055256
2023-01-26,83.58812666788339,85.95127873080972,83.53797379188265,85.76260100859082,20000000,1715.2520201718164
2023-01-27,85.92554995050715,86.50984369017058,82.58206750615491,82.61511355157555,15000000,1239.2267032736333
2023-01-30,83.01992760797826,86.35847704789735,81.52556891103465,85.26705869658112,30000000,2558.0117608974333
2023-01-31,84.90041034418581,89.66835326828715,84.44194812832721,87.92739092791444,41000000,3605.023028044492
2023-02-01,87.48775397327488,88.0397498236856,85.94796950334525,87.56688862511,44000000,3852.94309950484
2023-02-02,87.77704915781025,89.2341481738299,82.39223893010211,83.7489722810552,41000000,3433.7078635232633
2023-02-03,83.38885170024666,85.35558241566493,83.32214061888646,84.77908464011217,12000000,1017.349015681346
2023-02-06,85.05885561942455,88.73609076591185,84.22527883435419,87.39028044702762,12500000,1092.3785055878454
2023-02-07,87.73984156881573,88.74007576270024,82.32361046241007,83.23924212579381,27000000,2247.459537396433
2023-02-08,83.31415744370702,85.86064230494645,83.28083178072954,85.14542077047447,15500000,1319.7540219423545
2023-02-09,85.00067355516467,89.8016457867435,84.52466978325575,89.05359558383925,31000000,2760.6614630990166
2023-02-10,88.98235270737219,89.7298044701141,87.62255595389239,87.81575060522388,34500000,3029.6433958802236
2023-02-13,88.11432415728164,89.84136491076437,85.69178617163557,87.26251137641097,1500000,130.89376706461647
2023-02-14,87.31486888323681,92.55809796304644,86.21470153530804,90.79664308715562,29000000,2633.102649527513
2023-02-15,90.4425361791157,90.69577528041722,85.445898849655,87.08306038489094,40500000,3526.8639455880834
2023-02-16,87.24851819962224,90.83611735484516,85.88744131570813,90.61863263651752,12500000,1132.732907956469
2023-02-17,90.91767412421804,96.6608945739646,89.28115598998211,94.89583209696113,48500000,4602.447856702614
2023-02-20,94.86736334733205,97.01420314436145,92.98898955305486,95.9207070836083,24500000,2350.057323548404
2023-02-21,95.73845774014944,96.24706769738957,95.73845774014944,96.15091678060897,5000000,480.7545839030448
2023-02-22,96.17976205564315,101.17335991864407,95.33338014955349,100.67000986929759,47500000,4781.825468791635
2023-02-23,100.75054587719302,102.54390559380705,97.70073987460187,99.57270676172224,2000000,199.14541352344452
2023-02-24,99.40343316022731,102.77645860178063,97.6936941098714,102.06202443076529,22000000,2245.364537476836
2023-02-27,102.26614847962682,107.12103485774948,100.26173196942614,106.14450540799591,33500000,3555.840931167863
2023-02-28,106.1975776606999,107.67466761483674,106.1975776606999,106.27187881448552,22500000,2391.1172733259245
2023-03-01,106.13372537202669,108.19271964424402,104.98987650615727,105.64487472948005,9000000,950.8038725653205
2023-03-02,105.4124560050752,107.30988021316655,102.0729158700016,102.79246311178409,45500000,4677.057071586176
2023-03-03,103.16251597898652,106.02619065032509,103.12125097259494,105.81456152727056,29000000,3068.6222842908464
2023-03-06,106.17433103646329,107.53454759681911,104.56048120470905,107.02084752868144,48000000,5137.000681376709
2023-03-07,106.60346622331959,107.73346296528676,105.39695599662024,105.60817234130285,27500000,2904.2247393858283
2023-03-08,105.78770623428306,108.18955289784131,104.3066783470031,107.11836920578348,6500000,696.2693998375926
2023-03-09,107.257623085751,108.63052066124861,104.07505921142135,105.16881488623822,49500000,5205.856336868793
2023-03-10,104.9374434934885,106.7003925441791,99.80634956374604,101.67721023201511,7500000,762.5790767401134
2023-03-13,101.39251404336547,102.48755319503381,95.64371304646619,96.76620097780878,49000000,4741.54384791263
2023-03-14,96.43719589448423,96.84223211724107,94.1296006878223,94.86958343864373,43500000,4126.826879581003
2023-03-15,94.63240948004712,96.12760154983187,92.45427973996262,94.11062677113458,39000000,3670.3144440742485
2023-03-16,93.8471170161754,95.31113204162774,92.27508181331515,93.22598687948592,28500000,2656.9406260653486
2023-03-17,93.18869648473412,97.66771105656294,92.55501334863793,96.79654217697022,37000000,3581.4720605478983
2023-03-20,97.25148592520198,101.81328045409387,96.99863206179644,101.54925239785945,23500000,2386.407431349697
2023-03-21,101.90467478125196,105.68001195734814,101.23210392769569,104.13875833400488,29000000,3020.0239916861415
2023-03-22,103.80551430733607,108.01891015182525,103.3487700443838,107.01298806402342,36000000,3852.467570304843
2023-03-23,107.38753352224751,110.97706590035953,107.12980344179412,110.84405303671547,27000000,2992.7894319913175
2023-03-24,110.34525479805023,112.30940033345553,104.06354274509366,105.73414219172288,4000000,422.9365687668915
2023-03-27,105.20547148076426,106.11023853549882,103.47285473037391,104.75081466933986,10500000,1099.8835540280686
2023-03-28,104.90794089134387,107.22704431750391,103.64904560064774,107.03438242913147,19500000,2087.1704573680636
2023-03-29,106.71327928184408,107.18281771068419,104.96450872796396,106.60624489941495,32000000,3411.3998367812783
2023-03-30,106.88342113615342,108.50804913742296,102.96643052231218,104.11165876876863,48000000,4997.359620900894
2023-03-31,103.83055729009295,104.91039508590991,99.25340898184821,100.13459340380167,47500000,4756.393186680579
2023-04-03,100.62525291148029,103.34597790578509,99.09574906722578,102.64797169823709,16000000,1642.3675471717934
2023-04-04,102.55558852370868,105.92601619778539,101.61207710929057,104.690666335032,16000000,1675.050661360512
2023-04-05,104.53363033552945,105.59987336495185,99.70288473120543,100.62866848123276,38500000,3874.2037365274614
2023-04-06,100.4274111442703,101.21074495119561,95.96856289416036,96.68402467676844,24500000,2368.7586045808266
2023-04-07,96.40364100520581,97.42551959986099,94.67383231346487,95.74618963740379,1500000,143.61928445610567
2023-04-10,96.01427896838851,97.87695598037526,92.32642681197221,93.40998261025113,8500000,793.9848521871346
2023-04-11,93.74625854764804,94.7399688882531,89.50524917617915,90.31811218585182,20000000,1806.3622437170363
2023-04-12,89.94780792588982,92.53518701292279,89.33616283199376,91.52837488914224,12000000,1098.340498669707
2023-04-13,91.74804298887618,96.77985567089172,89.98648056348976,96.04987660866585,41500000,3986.069879259633
2023-04-14,96.49170604106571,98.01627499651455,90.09739681557232,91.82368203788455,11500000,1055.9723434356724
2023-04-17,91.7961349332732,93.33382165857417,91.55746498244667,92.15424729322095,28000000,2580.3189242101867
2023-04-18,92.43992545982994,94.3937355769021,91.46006224995574,92.65188022860434,46000000,4261.986490515799
2023-04-19,92.44804609210141,97.18737506955499,90.78398126244358,95.43143663546248,10000000,954.3143663546248
2023-04-20,95.6222995087334,95.77529518794738,89.18844183752434,90.86027082062381,23500000,2135.2163642846594
2023-04-21,90.76941054980318,94.966644426994,89.38971550944618,94.75817643882857,27000000,2558.4707638483715
2023-04-24,94.74870062118468,99.65659234551269,93.85806283534555,98.7285440316155,1000000,98.7285440316155
2023-04-25,99.05434822691984,99.43075475018215,95.9245743982824,97.54380150323611,16500000,1609.4727248033957
